Date, Price 
13-Oct-99,6771.77
14-Oct-99,6669.96
15-Oct-99,6501.72
18-Oct-99,6477.82
19-Oct-99,6543.78
20-Oct-99,6563.85
21-Oct-99,6462.53
22-Oct-99,6502.67
25-Oct-99,6486.90
26-Oct-99,6525.62
27-Oct-99,6506.50
28-Oct-99,6570.54
29-Oct-99,6612.61
31-Oct-99,6612.61
1-Nov-99,6628.38
2-Nov-99,6611.65
3-Nov-99,6608.78
4-Nov-99,6702.46
5-Nov-99,6700.07
8-Nov-99,6723.49
9-Nov-99,6829.12
10-Nov-99,6745.00
11-Nov-99,6777.02
12-Nov-99,6745.48
15-Nov-99,6819.09
16-Nov-99,6861.62
17-Nov-99,6917.55
18-Nov-99,6964.86
19-Nov-99,6998.80
22-Nov-99,6945.27
23-Nov-99,6920.89
24-Nov-99,6933.32
25-Nov-99,6930.93
26-Nov-99,7049.46
29-Nov-99,7048.03
30-Nov-99,7046.12
1-Dec-99,7103.47
2-Dec-99,7201.45
3-Dec-99,7225.35
6-Dec-99,7299.91
7-Dec-99,7366.83
8-Dec-99,7466.25
9-Dec-99,7524.08
10-Dec-99,7595.30
13-Dec-99,7709.05
14-Dec-99,7645.48
15-Dec-99,7641.66
17-Dec-99,7863.43
20-Dec-99,8045.06
21-Dec-99,7895.46
22-Dec-99,7912.18
23-Dec-99,7876.82
24-Dec-99,7904.54
28-Dec-99,7880.64
29-Dec-99,7981.01
31-Dec-99,7981.01
4-Jan-00,7957.11
5-Jan-00,7884.46
6-Jan-00,7907.88
7-Jan-00,8108.63
10-Jan-00,8373.90
11-Jan-00,8381.07
12-Jan-00,8340.44
13-Jan-00,8338.53
14-Jan-00,8411.65
17-Jan-00,8610.49
18-Jan-00,8569.38
19-Jan-00,8538.31
20-Jan-00,8526.84
21-Jan-00,8404.01
24-Jan-00,8356.21
25-Jan-00,8113.88
26-Jan-00,7969.54
27-Jan-00,7947.08
28-Jan-00,7830.45
31-Jan-00,7771.66
1-Feb-00,8066.57
2-Feb-00,8037.41
3-Feb-00,8088.07
4-Feb-00,7999.65
7-Feb-00,8180.80
8-Feb-00,8229.07
9-Feb-00,8266.35
10-Feb-00,8132.05
11-Feb-00,8020.20
14-Feb-00,7901.67
15-Feb-00,7815.16
16-Feb-00,7734.38
17-Feb-00,7914.10
18-Feb-00,7886.37
21-Feb-00,7697.10
22-Feb-00,7484.41
23-Feb-00,7553.23
24-Feb-00,7554.67
25-Feb-00,7444.26
28-Feb-00,7332.89
29-Feb-00,7287.01
1-Mar-00,7416.54
2-Mar-00,7320.47
3-Mar-00,7336.24
6-Mar-00,7404.59
7-Mar-00,7413.67
8-Mar-00,7368.26
9-Mar-00,7284.62
10-Mar-00,7254.03
13-Mar-00,6978.72
14-Mar-00,7159.39
15-Mar-00,7162.74
16-Mar-00,7311.86
17-Mar-00,7380.21
20-Mar-00,7403.63
22-Mar-00,7456.21
23-Mar-00,7525.99
24-Mar-00,7594.34
27-Mar-00,7628.27
28-Mar-00,7482.02
29-Mar-00,7541.29
30-Mar-00,7355.84
31-Mar-00,7388.34
3-Apr-00,7415.10
4-Apr-00,7484.89
5-Apr-00,7199.06
6-Apr-00,7309.47
7-Apr-00,7283.19
10-Apr-00,7309.00
11-Apr-00,7183.29
12-Apr-00,7100.60
13-Apr-00,6834.86
14-Apr-00,6608.30
17-Apr-00,6076.33
18-Apr-00,6349.25
19-Apr-00,6468.74
20-Apr-00,6646.54
25-Apr-00,6810.00
26-Apr-00,6865.45
28-Apr-00,6913.24
30-Apr-00,6913.24
2-May-00,6907.99
3-May-00,6983.98
4-May-00,6962.95
5-May-00,6949.57
8-May-00,6994.50
9-May-00,7136.45
10-May-00,7205.28
11-May-00,7062.85
12-May-00,7038.47
15-May-00,7060.93
16-May-00,7124.98
17-May-00,7013.14
18-May-00,6986.85
19-May-00,6844.42
22-May-00,6812.87
23-May-00,6857.80
24-May-00,6734.01
25-May-00,6863.54
26-May-00,6831.03
29-May-00,6904.64
30-May-00,6954.83
31-May-00,6921.37
1-Jun-00,6954.35
2-Jun-00,7074.79
5-Jun-00,7109.69
6-Jun-00,7241.13
7-Jun-00,7316.64
8-Jun-00,7341.98
9-Jun-00,7381.17
12-Jun-00,7471.98
13-Jun-00,7407.46
14-Jun-00,7342.93
15-Jun-00,7297.53
19-Jun-00,7307.56
20-Jun-00,7334.81
21-Jun-00,7251.64
22-Jun-00,7213.40
23-Jun-00,7164.65
26-Jun-00,7227.26
27-Jun-00,7231.09
28-Jun-00,7259.77
29-Jun-00,7242.56
30-Jun-00,7304.22
3-Jul-00,7345.32
4-Jul-00,7389.77
5-Jul-00,7440.44
6-Jul-00,7381.17
7-Jul-00,7328.11
10-Jul-00,7385.47
11-Jul-00,7402.20
12-Jul-00,7533.16
13-Jul-00,7545.59
14-Jul-00,7648.83
17-Jul-00,7630.19
18-Jul-00,7605.81
19-Jul-00,7613.94
20-Jul-00,7557.06
21-Jul-00,7559.93
24-Jul-00,7543.68
25-Jul-00,7510.22
26-Jul-00,7494.45
27-Jul-00,7465.29
28-Jul-00,7425.62
31-Jul-00,7382.12
1-Aug-00,7379.26
2-Aug-00,7474.37
3-Aug-00,7435.18
4-Aug-00,7558.49
7-Aug-00,7553.71
8-Aug-00,7588.60
10-Aug-00,7733.90
11-Aug-00,7767.36
14-Aug-00,7853.40
15-Aug-00,7853.87
16-Aug-00,7937.04
17-Aug-00,7906.93
18-Aug-00,7915.05
21-Aug-00,7972.41
22-Aug-00,8078.99
23-Aug-00,8086.16
24-Aug-00,8087.12
25-Aug-00,8027.37
28-Aug-00,8032.63
29-Aug-00,8063.70
30-Aug-00,8038.37
31-Aug-00,8145.43
1-Sep-00,8205.65
4-Sep-00,8310.33
5-Sep-00,8223.82
6-Sep-00,8211.87
7-Sep-00,8199.92
8-Sep-00,8204.70
11-Sep-00,8166.46
12-Sep-00,8084.73
13-Sep-00,8121.05
14-Sep-00,8160.25
15-Sep-00,8101.94
18-Sep-00,8030.72
19-Sep-00,7933.21
20-Sep-00,7888.29
21-Sep-00,7797.95
22-Sep-00,7761.15
26-Sep-00,7848.14
27-Sep-00,7912.66
28-Sep-00,7973.36
29-Sep-00,7957.59
30-Sep-00,7957.59
2-Oct-00,8056.53
3-Oct-00,8115.80
4-Oct-00,8094.29
5-Oct-00,8008.25
6-Oct-00,7953.77
9-Oct-00,7905.02
10-Oct-00,7857.22
11-Oct-00,7757.80
12-Oct-00,7730.56
13-Oct-00,7692.80
16-Oct-00,7813.25
17-Oct-00,7773.10
18-Oct-00,7547.98
19-Oct-00,7755.41
20-Oct-00,7808.94
23-Oct-00,7840.49
24-Oct-00,7833.80
25-Oct-00,7726.26
26-Oct-00,7686.11
27-Oct-00,7664.60
30-Oct-00,7675.59
31-Oct-00,7931.30
1-Nov-00,8053.66
2-Nov-00,8251.54
3-Nov-00,8206.61
6-Nov-00,8144.00
7-Nov-00,8209.48
8-Nov-00,8181.28
9-Nov-00,8105.28
10-Nov-00,7970.50
13-Nov-00,7892.11
14-Nov-00,8026.42
15-Nov-00,8054.14
16-Nov-00,8073.26
17-Nov-00,7981.01
20-Nov-00,7891.63
21-Nov-00,7939.43
22-Nov-00,7773.10
23-Nov-00,7677.03
24-Nov-00,7715.74
27-Nov-00,7831.89
28-Nov-00,7813.72
29-Nov-00,7840.97
30-Nov-00,7576.66
1-Dec-00,7555.15
4-Dec-00,7611.07
6-Dec-00,7812.77
7-Dec-00,7789.35
8-Dec-00,7936.08
11-Dec-00,8149.25
12-Dec-00,8146.39
13-Dec-00,8018.77
14-Dec-00,7912.18
15-Dec-00,7824.24
18-Dec-00,7914.57
19-Dec-00,7943.73
20-Dec-00,7875.38
21-Dec-00,7827.59
22-Dec-00,7964.28
27-Dec-00,8065.61
28-Dec-00,8138.26
29-Dec-00,8038.84
31-Dec-00,8038.84
2-Jan-01,8004.43
3-Jan-01,7826.15
4-Jan-01,8194.66
5-Jan-01,8161.68
8-Jan-01,8168.37
9-Jan-01,8145.91
10-Jan-01,8240.07
11-Jan-01,8339.96
12-Jan-01,8375.33
15-Jan-01,8433.64
16-Jan-01,8352.39
17-Jan-01,8469.01
18-Jan-01,8546.92
19-Jan-01,8664.50
22-Jan-01,8537.36
23-Jan-01,8576.55
24-Jan-01,8577.99
25-Jan-01,8637.25
26-Jan-01,8666.89
29-Jan-01,8777.30
30-Jan-01,8851.38
31-Jan-01,8820.31
1-Feb-01,8991.90
2-Feb-01,9042.09
5-Feb-01,8968.00
6-Feb-01,8991.90
7-Feb-01,8932.63
8-Feb-01,8974.22
9-Feb-01,8971.83
12-Feb-01,9024.40
13-Feb-01,9063.60
14-Feb-01,8989.99
15-Feb-01,9075.54
16-Feb-01,9111.39
19-Feb-01,9097.53
20-Feb-01,9044.00
21-Feb-01,8935.02
22-Feb-01,8979.95
23-Feb-01,8885.32
26-Feb-01,8885.32
27-Feb-01,8910.65
28-Feb-01,8827.48
1-Mar-01,8739.06
2-Mar-01,8732.85
5-Mar-01,8790.20
6-Mar-01,8968.48
7-Mar-01,8997.64
8-Mar-01,8929.29
9-Mar-01,8899.18
12-Mar-01,8750.53
13-Mar-01,8695.56
14-Mar-01,8371.51
15-Mar-01,8318.93
16-Mar-01,8118.66
19-Mar-01,8279.74
20-Mar-01,8313.67
22-Mar-01,8042.67
23-Mar-01,8054.14
26-Mar-01,8222.86
27-Mar-01,8238.63
28-Mar-01,8222.86
29-Mar-01,8134.44
30-Mar-01,7965.24
31-Mar-01,7977.67
2-Apr-01,7860.56
3-Apr-01,7742.51
4-Apr-01,7760.19
5-Apr-01,8000.13
6-Apr-01,7923.66
9-Apr-01,8063.70
10-Apr-01,8206.61
11-Apr-01,8391.10
12-Apr-01,8421.69
17-Apr-01,8401.62
18-Apr-01,8618.13
19-Apr-01,8737.62
20-Apr-01,8759.61
23-Apr-01,8663.06
24-Apr-01,8711.82
25-Apr-01,8730.93
26-Apr-01,8675.01
30-Apr-01,8804.06
2-May-01,8788.29
3-May-01,8714.68
4-May-01,8750.53
7-May-01,8858.55
8-May-01,8777.30
9-May-01,8718.03
10-May-01,8798.33
11-May-01,8774.43
14-May-01,8787.33
15-May-01,8919.25
16-May-01,9133.86
17-May-01,9324.08
18-May-01,9253.82
21-May-01,9414.42
22-May-01,9413.46
23-May-01,9322.17
24-May-01,9305.44
25-May-01,9162.06
28-May-01,9262.91
29-May-01,9162.06
30-May-01,9160.62
31-May-01,9185.95
1-Jun-01,9064.07
4-Jun-01,9107.57
5-Jun-01,9146.28
6-Jun-01,9146.28
7-Jun-01,9089.41
8-Jun-01,9100.88
11-Jun-01,9111.87
12-Jun-01,9028.70
13-Jun-01,9052.12
14-Jun-01,8998.59
15-Jun-01,8910.65
18-Jun-01,8871.93
19-Jun-01,8998.59
20-Jun-01,8904.43
21-Jun-01,8963.70
22-Jun-01,8934.55
25-Jun-01,9048.78
26-Jun-01,8952.23
27-Jun-01,8960.36
28-Jun-01,8946.49
29-Jun-01,8943.15
30-Jun-01,8943.15
2-Jul-01,8986.64
3-Jul-01,8865.72
4-Jul-01,8696.04
5-Jul-01,8588.50
6-Jul-01,8531.62
9-Jul-01,8499.60
10-Jul-01,8596.15
11-Jul-01,8572.73
12-Jul-01,8652.55
13-Jul-01,8708.95
16-Jul-01,8695.56
17-Jul-01,8517.76
18-Jul-01,8405.44
19-Jul-01,8512.50
20-Jul-01,8410.70
23-Jul-01,8393.97
24-Jul-01,8267.31
25-Jul-01,8160.25
26-Jul-01,8107.19
27-Jul-01,8158.33
30-Jul-01,8241.02
31-Jul-01,8257.75
1-Aug-01,8431.25
2-Aug-01,8605.23
3-Aug-01,8541.18
6-Aug-01,8474.75
7-Aug-01,8320.84
8-Aug-01,8201.35
10-Aug-01,8185.58
13-Aug-01,8260.14
14-Aug-01,8323.71
15-Aug-01,8344.74
16-Aug-01,8336.14
17-Aug-01,8330.40
20-Aug-01,8286.91
21-Aug-01,8295.03
22-Aug-01,8469.49
23-Aug-01,8508.20
24-Aug-01,8618.61
27-Aug-01,8794.50
28-Aug-01,8773.47
29-Aug-01,8713.73
30-Aug-01,8660.20
31-Aug-01,8682.66
3-Sep-01,8563.17
4-Sep-01,8556.48
5-Sep-01,8613.83
6-Sep-01,8531.15
7-Sep-01,8384.41
10-Sep-01,8285.95
11-Sep-01,8066.09
12-Sep-01,7711.92
13-Sep-01,7890.68
14-Sep-01,7715.26
17-Sep-01,7573.79
18-Sep-01,7445.69
19-Sep-01,7433.27
20-Sep-01,7080.53
21-Sep-01,6904.64
25-Sep-01,7360.14
26-Sep-01,7535.55
27-Sep-01,7581.43
28-Sep-01,7741.55
30-Sep-01,7741.55
1-Oct-01,7607.05
2-Oct-01,7684.10
3-Oct-01,7754.47
4-Oct-01,8094.52
5-Oct-01,8000.04
8-Oct-01,8051.98
9-Oct-01,8048.16
10-Oct-01,7971.05
11-Oct-01,8106.40
12-Oct-01,8120.23
15-Oct-01,8009.37
16-Oct-01,8253.10
17-Oct-01,8232.46
18-Oct-01,8081.30
19-Oct-01,8053.75
22-Oct-01,8130.69
23-Oct-01,8148.80
24-Oct-01,8136.74
25-Oct-01,8141.58
26-Oct-01,8124.62
29-Oct-01,8174.60
30-Oct-01,8061.65
31-Oct-01,8104.41
1-Nov-01,8207.29
2-Nov-01,8288.79
5-Nov-01,8315.93
6-Nov-01,8214.27
7-Nov-01,8267.09
8-Nov-01,8266.88
9-Nov-01,8281.16
12-Nov-01,8387.84
13-Nov-01,8516.16
14-Nov-01,8778.25
15-Nov-01,8861.87
16-Nov-01,8714.91
19-Nov-01,8901.16
20-Nov-01,8891.92
21-Nov-01,8914.44
22-Nov-01,8851.15
23-Nov-01,8833.91
26-Nov-01,8948.37
27-Nov-01,8909.86
28-Nov-01,8821.61
29-Nov-01,8796.20
30-Nov-01,8993.47
3-Dec-01,9085.93
4-Dec-01,9239.84
5-Dec-01,9440.26
6-Dec-01,9611.12
7-Dec-01,9602.83
10-Dec-01,9666.10
11-Dec-01,9460.81
12-Dec-01,9423.94
13-Dec-01,9553.03
14-Dec-01,10058.58
18-Dec-01,10162.73
19-Dec-01,10247.41
20-Dec-01,10634.17
21-Dec-01,10047.57
24-Dec-01,9952.13
27-Dec-01,9883.91
28-Dec-01,9996.83
31-Dec-01,10074.38
2-Jan-02,10336.89
3-Jan-02,10473.39
4-Jan-02,10515.28
7-Jan-02,10472.81
8-Jan-02,10457.13
9-Jan-02,10384.71
10-Jan-02,10522.61
11-Jan-02,10582.20
14-Jan-02,10361.11
15-Jan-02,10452.10
16-Jan-02,10316.15
17-Jan-02,10123.31
18-Jan-02,10017.70
21-Jan-02,10012.48
22-Jan-02,10106.19
23-Jan-02,10023.98
24-Jan-02,10098.14
25-Jan-02,9948.87
28-Jan-02,10054.57
29-Jan-02,9971.52
30-Jan-02,9897.50
31-Jan-02,10025.45
1-Feb-02,10293.00
4-Feb-02,10338.11
5-Feb-02,10358.70
6-Feb-02,10462.03
7-Feb-02,10379.67
8-Feb-02,10401.03
11-Feb-02,10495.20
12-Feb-02,10577.25
13-Feb-02,10699.35
14-Feb-02,10959.98
15-Feb-02,10846.03
18-Feb-02,10787.52
19-Feb-02,10645.45
20-Feb-02,10457.79
21-Feb-02,10316.38
22-Feb-02,10394.49
25-Feb-02,10553.79
26-Feb-02,10659.63
27-Feb-02,10780.44
28-Feb-02,10632.71
1-Mar-02,10556.17
4-Mar-02,10623.94
5-Mar-02,10710.63
6-Mar-02,10674.19
7-Mar-02,10838.87
8-Mar-02,11009.42
11-Mar-02,10883.08
12-Mar-02,10796.61
13-Mar-02,10862.04
14-Mar-02,10864.56
15-Mar-02,10933.28
18-Mar-02,11110.08
19-Mar-02,11089.11
20-Mar-02,10954.13
22-Mar-02,10887.39
25-Mar-02,10903.10
26-Mar-02,10895.70
27-Mar-02,10814.00
28-Mar-02,10766.34
2-Apr-02,11044.67
3-Apr-02,11003.91
4-Apr-02,11109.42
5-Apr-02,11109.43
8-Apr-02,10982.97
9-Apr-02,11027.55
10-Apr-02,11078.10
11-Apr-02,11030.72
12-Apr-02,10913.22
15-Apr-02,10922.97
16-Apr-02,11060.51
17-Apr-02,11190.68
18-Apr-02,11149.65
19-Apr-02,11192.93
22-Apr-02,11174.10
23-Apr-02,11015.11
24-Apr-02,10932.58
25-Apr-02,10967.95
26-Apr-02,10807.07
29-Apr-02,10700.15
30-Apr-02,10660.26
2-May-02,10680.00
3-May-02,10784.42
6-May-02,10961.94
7-May-02,10955.61
8-May-02,11133.06
9-May-02,11110.76
10-May-02,11147.96
13-May-02,11098.72
14-May-02,11196.36
15-May-02,11156.27
16-May-02,11146.27
17-May-02,11046.53
20-May-02,11104.53
21-May-02,11190.83
22-May-02,11320.86
23-May-02,11174.22
24-May-02,11230.92
27-May-02,11074.41
28-May-02,11028.60
29-May-02,10945.62
30-May-02,10764.69
31-May-02,10798.01
3-Jun-02,11003.95
4-Jun-02,10978.95
5-Jun-02,10878.82
6-Jun-02,10727.50
7-Jun-02,10654.12
10-Jun-02,10626.76
11-Jun-02,10585.63
12-Jun-02,10730.04
13-Jun-02,10536.81
14-Jun-02,10506.80
18-Jun-02,10481.04
19-Jun-02,10439.13
20-Jun-02,10459.36
21-Jun-02,10399.53
24-Jun-02,10385.07
25-Jun-02,10244.14
26-Jun-02,10053.46
27-Jun-02,10132.04
28-Jun-02,10233.44
1-Jul-02,10198.84
2-Jul-02,10173.54
3-Jul-02,9896.58
4-Jul-02,9972.95
5-Jul-02,10109.49
8-Jul-02,10191.26
9-Jul-02,10077.66
10-Jul-02,9872.50
11-Jul-02,9786.29
12-Jul-02,9716.71
15-Jul-02,9728.23
16-Jul-02,9757.35
17-Jul-02,9845.71
18-Jul-02,9917.78
19-Jul-02,9776.62
22-Jul-02,9472.15
23-Jul-02,9176.11
24-Jul-02,8941.13
25-Jul-02,9173.00
26-Jul-02,9021.51
29-Jul-02,8920.88
30-Jul-02,9081.99
31-Jul-02,8768.15
1-Aug-02,8749.02
2-Aug-02,8539.75
5-Aug-02,8394.41
6-Aug-02,8593.27
7-Aug-02,8737.86
8-Aug-02,8819.88
12-Aug-02,8851.83
13-Aug-02,8956.89
14-Aug-02,8858.35
15-Aug-02,9026.68
16-Aug-02,8992.17
19-Aug-02,8998.13
20-Aug-02,9050.12
21-Aug-02,9254.97
22-Aug-02,9385.86
23-Aug-02,9369.38
26-Aug-02,9162.76
27-Aug-02,9362.35
28-Aug-02,9262.95
29-Aug-02,9208.83
30-Aug-02,9225.96
2-Sep-02,9304.57
3-Sep-02,9106.02
4-Sep-02,9039.28
5-Sep-02,8949.71
6-Sep-02,9077.77
9-Sep-02,9203.74
10-Sep-02,9415.21
11-Sep-02,9482.37
12-Sep-02,9320.57
13-Sep-02,9218.71
16-Sep-02,9314.87
17-Sep-02,9277.01
18-Sep-02,9109.11
19-Sep-02,8976.40
20-Sep-02,9072.64
23-Sep-02,9004.84
25-Sep-02,8939.57
26-Sep-02,9079.31
27-Sep-02,9169.11
30-Sep-02,8991.75
1-Oct-02,9054.92
2-Oct-02,9057.49
3-Oct-02,9026.59
4-Oct-02,9057.81
7-Oct-02,8798.13
8-Oct-02,8823.46
9-Oct-02,8694.68
10-Oct-02,8618.91
11-Oct-02,8910.79
14-Oct-02,8944.12
15-Oct-02,9217.49
16-Oct-02,9087.72
17-Oct-02,9129.93
18-Oct-02,9114.37
21-Oct-02,9088.97
22-Oct-02,9255.38
23-Oct-02,9229.71
24-Oct-02,9288.41
25-Oct-02,9117.42
28-Oct-02,9073.95
29-Oct-02,8811.19
30-Oct-02,8809.03
31-Oct-02,8850.29
1-Nov-02,9115.24
4-Nov-02,9032.01
5-Nov-02,9098.05
6-Nov-02,9110.15
7-Nov-02,9179.60
8-Nov-02,9116.59
11-Nov-02,9124.16
12-Nov-02,9122.10
13-Nov-02,9102.07
14-Nov-02,9135.24
15-Nov-02,9145.53
18-Nov-02,9295.70
19-Nov-02,9192.29
20-Nov-02,9183.33
21-Nov-02,9246.97
22-Nov-02,9158.20
25-Nov-02,8915.21
26-Nov-02,8654.75
27-Nov-02,8787.95
28-Nov-02,8902.48
29-Nov-02,8991.88
2-Dec-02,9059.18
3-Dec-02,8980.23
4-Dec-02,8944.47
5-Dec-02,8839.37
6-Dec-02,8743.60
9-Dec-02,8766.50
10-Dec-02,8551.26
11-Dec-02,8472.34
12-Dec-02,8460.43
13-Dec-02,8491.89
17-Dec-02,8933.20
18-Dec-02,8908.27
19-Dec-02,8867.70
20-Dec-02,8758.41
23-Dec-02,8802.44
24-Dec-02,8777.35
27-Dec-02,8812.28
30-Dec-02,8773.49
31-Dec-02,8682.03
2-Jan-03,8671.41
3-Jan-03,8749.64
6-Jan-03,8708.88
7-Jan-03,8789.22
8-Jan-03,8786.40
9-Jan-03,8747.84
10-Jan-03,8700.94
13-Jan-03,8911.00
14-Jan-03,8990.00
15-Jan-03,8929.69
16-Jan-03,8863.74
17-Jan-03,8883.51
20-Jan-03,8881.73
21-Jan-03,8900.77
22-Jan-03,8832.62
23-Jan-03,8689.34
24-Jan-03,8595.88
27-Jan-03,8426.96
28-Jan-03,8401.87
29-Jan-03,8353.16
30-Jan-03,8328.69
31-Jan-03,8183.21
3-Feb-03,8248.47
4-Feb-03,8154.67
5-Feb-03,8262.49
6-Feb-03,8213.59
7-Feb-03,8200.76
10-Feb-03,8163.29
11-Feb-03,8167.30
12-Feb-03,8080.46
13-Feb-03,7935.53
14-Feb-03,7986.94
17-Feb-03,8076.19
18-Feb-03,8037.68
19-Feb-03,7973.24
20-Feb-03,7822.14
21-Feb-03,7894.85
24-Feb-03,7936.85
25-Feb-03,7774.00
26-Feb-03,7654.27
27-Feb-03,7687.67
28-Feb-03,7796.61
3-Mar-03,7821.97
4-Mar-03,7717.36
5-Mar-03,7596.26
6-Mar-03,7541.61
7-Mar-03,7377.61
10-Mar-03,7256.23
11-Mar-03,7176.62
12-Mar-03,7183.99
13-Mar-03,7405.37
14-Mar-03,7508.57
17-Mar-03,7478.04
18-Mar-03,7715.16
19-Mar-03,7724.11
20-Mar-03,7560.17
24-Mar-03,7449.81
25-Mar-03,7362.88
26-Mar-03,7264.63
27-Mar-03,7221.13
28-Mar-03,7158.06
31-Mar-03,7095.78
1-Apr-03,7206.17
2-Apr-03,7349.52
3-Apr-03,7355.23
4-Apr-03,7301.97
7-Apr-03,7504.26
8-Apr-03,7380.22
9-Apr-03,7287.39
10-Apr-03,7163.31
11-Apr-03,7227.59
14-Apr-03,7282.55
15-Apr-03,7248.53
16-Apr-03,7237.68
17-Apr-03,7170.69
22-Apr-03,7157.91
23-Apr-03,7164.18
24-Apr-03,6897.73
25-Apr-03,6763.72
29-Apr-03,6792.51
30-Apr-03,6924.49
2-May-03,7072.29
5-May-03,7054.73
6-May-03,7130.33
7-May-03,7083.49
8-May-03,6955.46
9-May-03,6985.50
12-May-03,7216.46
13-May-03,7287.73
14-May-03,7437.85
15-May-03,7652.15
16-May-03,7557.66
19-May-03,7604.11
20-May-03,7505.32
21-May-03,7504.98
22-May-03,7564.91
23-May-03,7653.08
26-May-03,7747.50
27-May-03,7808.63
28-May-03,7965.95
29-May-03,7878.16
30-May-03,7940.13
2-Jun-03,8044.07
3-Jun-03,7980.93
4-Jun-03,8106.56
5-Jun-03,8079.90
6-Jun-03,8222.08
9-Jun-03,8075.20
10-Jun-03,8124.82
11-Jun-03,8076.88
12-Jun-03,8028.10
13-Jun-03,8053.63
17-Jun-03,8184.05
18-Jun-03,8210.76
19-Jun-03,8247.54
20-Jun-03,8191.62
23-Jun-03,8092.12
24-Jun-03,7894.54
25-Jun-03,7791.85
26-Jun-03,7709.11
27-Jun-03,7677.06
30-Jun-03,7680.74
1-Jul-03,7625.17
2-Jul-03,7713.00
3-Jul-03,7893.24
4-Jul-03,7807.07
7-Jul-03,7828.94
8-Jul-03,8066.63
9-Jul-03,7931.83
10-Jul-03,7861.64
11-Jul-03,7949.83
14-Jul-03,8169.18
15-Jul-03,8084.78
16-Jul-03,8064.33
17-Jul-03,7913.64
18-Jul-03,7889.62
21-Jul-03,7875.63
22-Jul-03,7841.49
23-Jul-03,7839.31
24-Jul-03,7967.88
25-Jul-03,8044.11
28-Jul-03,8076.30
29-Jul-03,8022.53
30-Jul-03,8025.33
31-Jul-03,8088.21
1-Aug-03,8082.40
4-Aug-03,8129.74
5-Aug-03,8146.30
6-Aug-03,8087.29
7-Aug-03,8027.52
8-Aug-03,8143.50
11-Aug-03,8186.46
12-Aug-03,8261.59
13-Aug-03,8344.11
14-Aug-03,8250.35
15-Aug-03,8277.98
18-Aug-03,8305.29
19-Aug-03,8391.92
20-Aug-03,8414.20
21-Aug-03,8597.06
22-Aug-03,8592.02
25-Aug-03,8513.50
26-Aug-03,8345.11
27-Aug-03,8394.36
28-Aug-03,8438.23
29-Aug-03,8470.33
1-Sep-03,8603.99
2-Sep-03,8445.94
3-Sep-03,8552.02
4-Sep-03,8546.10
5-Sep-03,8736.95
8-Sep-03,8779.71
9-Sep-03,8874.32
10-Sep-03,8691.77
11-Sep-03,8661.28
12-Sep-03,8610.30
15-Sep-03,8619.27
16-Sep-03,8756.23
17-Sep-03,8663.61
18-Sep-03,8656.13
19-Sep-03,8651.89
22-Sep-03,8523.63
23-Sep-03,8394.73
25-Sep-03,8376.34
26-Sep-03,8350.49
29-Sep-03,8400.40
30-Sep-03,8167.00
1-Oct-03,8106.18
2-Oct-03,8209.06
3-Oct-03,8354.50
6-Oct-03,8455.88
7-Oct-03,8345.28
8-Oct-03,8489.75
9-Oct-03,8680.58
10-Oct-03,8735.29
13-Oct-03,8885.44
14-Oct-03,8783.94
15-Oct-03,8866.61
16-Oct-03,8895.58
17-Oct-03,9090.18
20-Oct-03,9046.09
21-Oct-03,8966.31
22-Oct-03,8832.62
23-Oct-03,8750.75
24-Oct-03,8713.00
27-Oct-03,8718.96
28-Oct-03,8860.72
29-Oct-03,8905.99
30-Oct-03,9012.91
31-Oct-03,8966.62
3-Nov-03,8973.36
4-Nov-03,9012.42
5-Nov-03,8985.86
6-Nov-03,9079.44
7-Nov-03,9114.82
10-Nov-03,9071.55
11-Nov-03,8947.11
12-Nov-03,9008.56
13-Nov-03,9034.36
14-Nov-03,9090.30
17-Nov-03,8885.13
18-Nov-03,8870.09
19-Nov-03,8824.76
20-Nov-03,8682.47
21-Nov-03,8740.61
24-Nov-03,8755.91
25-Nov-03,8817.39
26-Nov-03,8764.49
27-Nov-03,8807.87
28-Nov-03,8884.73
1-Dec-03,9083.92
2-Dec-03,9001.48
3-Dec-03,8855.93
4-Dec-03,8744.07
5-Dec-03,8939.66
8-Dec-03,8922.34
9-Dec-03,9001.70
10-Dec-03,8926.72
11-Dec-03,8894.95
12-Dec-03,8930.49
15-Dec-03,9002.80
17-Dec-03,9057.90
18-Dec-03,9228.38
19-Dec-03,9357.80
22-Dec-03,9444.58
23-Dec-03,9461.78
24-Dec-03,9449.34
29-Dec-03,9442.74
30-Dec-03,9494.47
31-Dec-03,9495.76
2-Jan-04,9619.34
5-Jan-04,9500.86
6-Jan-04,9601.78
7-Jan-04,9613.44
8-Jan-04,9603.46
9-Jan-04,9666.03
12-Jan-04,9803.34
13-Jan-04,9969.66
14-Jan-04,10048.40
15-Jan-04,10034.23
16-Jan-04,10113.51
19-Jan-04,10090.27
20-Jan-04,10072.38
21-Jan-04,10021.66
22-Jan-04,10109.93
23-Jan-04,10171.42
26-Jan-04,10213.74
27-Jan-04,10162.29
28-Jan-04,9959.61
29-Jan-04,9955.04
30-Jan-04,9953.72
2-Feb-04,9940.88
3-Feb-04,9922.69
4-Feb-04,9855.39
5-Feb-04,9745.49
6-Feb-04,9908.99
9-Feb-04,9980.89
10-Feb-04,10021.90
11-Feb-04,9918.00
