Date,JSE,NSE
3-Jul-95,4718.44,547.00
4-Jul-95,4769.58,
5-Jul-95,4746.64,547.00
6-Jul-95,4751.42,554.00
7-Jul-95,4820.25,556.00
10-Jul-95,4803.04,557.00
11-Jul-95,4768.15,555.00
12-Jul-95,4804.95,561.00
13-Jul-95,4841.76,561.00
14-Jul-95,4820.73,560.00
17-Jul-95,4854.18,563.00
18-Jul-95,4910.10,559.00
19-Jul-95,4883.82,551.00
20-Jul-95,4826.94,554.00
21-Jul-95,4803.04,554.00
24-Jul-95,4813.08,557.00
25-Jul-95,4816.90,561.00
26-Jul-95,4792.05,562.00
27-Jul-95,4803.04,565.00
28-Jul-95,4782.49,563.00
31-Jul-95,4815.95,562.00
1-Aug-95,4818.81,560.00
2-Aug-95,4899.59,559.00
3-Aug-95,4899.11,559.00
4-Aug-95,4911.54,559.00
7-Aug-95,4934.00,560.00
8-Aug-95,4966.03,560.00
10-Aug-95,4961.25,558.00
11-Aug-95,4936.39,555.00
14-Aug-95,4912.49,560.00
15-Aug-95,4954.08,559.00
16-Aug-95,4922.53,560.00
17-Aug-95,4940.69,559.00
18-Aug-95,4940.69,559.00
21-Aug-95,4945.95,558.00
22-Aug-95,4935.44,560.00
23-Aug-95,4927.31,557.00
24-Aug-95,4931.61,558.00
25-Aug-95,4910.58,560.00
28-Aug-95,4890.03,559.00
29-Aug-95,4894.33,560.00
30-Aug-95,4893.85,561.00
31-Aug-95,4893.85,562.00
1-Sep-95,4887.16,564.00
4-Sep-95,4864.70,
5-Sep-95,4855.14,569.00
6-Sep-95,4889.55,570.00
7-Sep-95,4925.40,570.00
8-Sep-95,4932.57,573.00
11-Sep-95,4958.38,574.00
12-Sep-95,4970.33,577.00
13-Sep-95,4981.80,579.00
14-Sep-95,5007.13,584.00
15-Sep-95,5010.48,583.00
18-Sep-95,4991.84,583.00
19-Sep-95,4995.18,584.00
20-Sep-95,4987.53,587.00
21-Sep-95,4985.62,583.00
22-Sep-95,4989.92,582.00
26-Sep-95,4996.62,581.00
27-Sep-95,4974.63,581.00
28-Sep-95,4962.68,586.00
29-Sep-95,4989.92,584.00
30-Sep-95,4989.92,
2-Oct-95,4986.10,582.00
3-Oct-95,4989.45,582.00
4-Oct-95,5012.87,582.00
5-Oct-95,5063.05,583.00
6-Oct-95,5084.08,583.00
9-Oct-95,5124.23,578.00
10-Oct-95,5060.66,578.00
11-Oct-95,5104.16,580.00
12-Oct-95,5147.65,583.00
13-Oct-95,5152.43,585.00
16-Oct-95,5160.08,583.00
17-Oct-95,5167.73,587.00
18-Oct-95,5243.24,587.00
19-Oct-95,5190.67,591.00
20-Oct-95,5159.60,588.00
23-Oct-95,5165.34,585.00
24-Oct-95,5141.92,587.00
25-Oct-95,5181.59,583.00
26-Oct-95,5128.53,577.00
27-Oct-95,5067.35,580.00
30-Oct-95,5052.06,583.00
31-Oct-95,5093.64,582.00
2-Nov-95,5118.50,590.00
3-Nov-95,5150.52,591.00
6-Nov-95,5198.79,589.00
7-Nov-95,5241.33,586.00
8-Nov-95,5281.00,592.00
9-Nov-95,5305.38,593.00
10-Nov-95,5302.51,593.00
13-Nov-95,5319.72,592.00
14-Nov-95,5298.69,589.00
15-Nov-95,5270.01,594.00
16-Nov-95,5293.91,597.00
17-Nov-95,5314.94,600.00
20-Nov-95,5339.79,597.00
21-Nov-95,5318.76,600.00
22-Nov-95,5280.53,598.00
23-Nov-95,5236.55,
24-Nov-95,5260.93,600.00
27-Nov-95,5226.04,601.00
28-Nov-95,5266.66,607.00
29-Nov-95,5226.99,608.00
30-Nov-95,5213.13,605.00
1-Dec-95,5227.47,607.00
4-Dec-95,5246.11,614.00
5-Dec-95,5326.41,618.00
6-Dec-95,5435.86,620.00
7-Dec-95,5540.06,616.00
8-Dec-95,5507.56,618.00
11-Dec-95,5550.57,620.00
12-Dec-95,5582.60,619.00
13-Dec-95,5538.62,622.00
14-Dec-95,5506.60,617.00
15-Dec-95,5476.01,616.00
18-Dec-95,5509.47,607.00
19-Dec-95,5459.28,612.00
20-Dec-95,5481.27,606.00
21-Dec-95,5508.99,611.00
22-Dec-95,5505.17,612.00
27-Dec-95,5486.05,615.00
28-Dec-95,5466.93,614.00
29-Dec-95,5438.73,616.00
31-Dec-95,5438.73,
2-Jan-96,5463.11,621.00
3-Jan-96,5634.22,621.00
4-Jan-96,5700.18,618.00
5-Jan-96,5726.46,617.00
8-Jan-96,5812.02,619.00
9-Jan-96,5818.23,610.00
10-Jan-96,5814.41,599.00
11-Jan-96,5824.92,603.00
12-Jan-96,5907.13,602.00
15-Jan-96,5893.75,600.00
16-Jan-96,5981.70,608.00
17-Jan-96,6029.49,606.00
18-Jan-96,5999.38,608.00
19-Jan-96,5984.56,612.00
22-Jan-96,6078.72,613.00
23-Jan-96,6104.05,613.00
24-Jan-96,6097.84,620.00
25-Jan-96,6115.05,617.00
26-Jan-96,6108.36,622.00
29-Jan-96,6079.68,624.00
30-Jan-96,6069.64,630.00
31-Jan-96,6001.77,636.00
1-Feb-96,6022.80,639.00
2-Feb-96,6117.91,636.00
5-Feb-96,6067.25,641.00
6-Feb-96,6042.87,646.00
7-Feb-96,6090.67,650.00
8-Feb-96,6007.98,656.00
9-Feb-96,5991.25,656.00
12-Feb-96,5901.40,662.00
13-Feb-96,5856.47,661.00
14-Feb-96,5875.11,656.00
15-Feb-96,5963.06,651.00
16-Feb-96,5941.07,648.00
19-Feb-96,5883.24,
20-Feb-96,5808.67,641.00
21-Feb-96,5746.54,648.00
22-Feb-96,5878.93,659.00
23-Feb-96,5914.30,659.00
26-Feb-96,5944.41,651.00
27-Feb-96,5853.12,647.00
28-Feb-96,5829.23,645.00
29-Feb-96,5809.63,640.00
1-Mar-96,5820.62,644.00
4-Mar-96,5843.09,651.00
5-Mar-96,5778.56,656.00
6-Mar-96,5811.06,652.00
7-Mar-96,5803.42,654.00
8-Mar-96,5829.23,634.00
11-Mar-96,5673.89,640.00
12-Mar-96,5810.11,637.00
13-Mar-96,5809.15,639.00
14-Mar-96,5810.59,641.00
15-Mar-96,5879.41,641.00
18-Mar-96,5801.98,653.00
19-Mar-96,5792.90,652.00
20-Mar-96,5789.08,650.00
22-Mar-96,5878.46,651.00
25-Mar-96,5924.34,650.00
26-Mar-96,5921.47,653.00
27-Mar-96,5959.71,649.00
28-Mar-96,5904.74,649.00
29-Mar-96,5935.81,646.00
31-Mar-96,5935.81,
1-Apr-96,5893.27,654.00
2-Apr-96,5880.85,655.00
3-Apr-96,5870.33,656.00
4-Apr-96,5891.84,656.00
9-Apr-96,5874.63,642.00
10-Apr-96,5839.74,634.00
11-Apr-96,5838.78,631.00
12-Apr-96,5865.55,637.00
15-Apr-96,5897.10,643.00
16-Apr-96,6047.65,645.00
17-Apr-96,6100.23,642.00
18-Apr-96,6121.26,644.00
19-Apr-96,6191.52,645.00
22-Apr-96,6300.97,648.00
23-Apr-96,6215.42,652.00
24-Apr-96,6164.28,650.00
25-Apr-96,6252.22,653.00
26-Apr-96,6246.01,654.00
29-Apr-96,6136.08,654.00
30-Apr-96,6173.84,654.00
2-May-96,6196.30,643.00
3-May-96,6126.52,642.00
6-May-96,6063.43,641.00
7-May-96,6083.50,638.00
8-May-96,6004.16,645.00
9-May-96,5923.38,645.00
10-May-96,5986.00,652.00
13-May-96,6051.96,662.00
14-May-96,6115.52,666.00
15-May-96,6079.20,665.00
16-May-96,6037.14,665.00
17-May-96,5977.87,669.00
20-May-96,5918.60,673.00
21-May-96,5909.52,673.00
22-May-96,5922.43,678.00
23-May-96,5945.85,676.00
24-May-96,5975.00,679.00
27-May-96,5987.91,
28-May-96,6053.87,672.00
29-May-96,6067.73,668.00
30-May-96,6050.52,672.00
31-May-96,6126.52,669.00
3-Jun-96,6110.75,668.00
4-Jun-96,6116.48,673.00
5-Jun-96,6087.80,678.00
6-Jun-96,6105.01,673.00
7-Jun-96,6075.38,673.00
10-Jun-96,6094.02,672.00
11-Jun-96,6035.71,671.00
12-Jun-96,6080.63,669.00
13-Jun-96,6084.94,668.00
14-Jun-96,6061.99,666.00
18-Jun-96,6072.99,662.00
19-Jun-96,6120.78,662.00
20-Jun-96,6086.37,662.00
21-Jun-96,6101.19,667.00
24-Jun-96,6100.23,669.00
25-Jun-96,6130.82,669.00
26-Jun-96,6147.55,664.00
27-Jun-96,6137.51,669.00
28-Jun-96,6091.15,671.00
30-Jun-96,6091.15,
1-Jul-96,6077.29,676.00
2-Jul-96,6116.48,674.00
3-Jul-96,6117.91,672.00
4-Jul-96,6125.56,
5-Jul-96,6091.15,657.00
8-Jul-96,6050.52,653.00
9-Jul-96,6094.97,655.00
10-Jul-96,6117.44,656.00
11-Jul-96,6059.13,646.00
12-Jul-96,5957.80,646.00
15-Jul-96,5967.36,630.00
16-Jul-96,5781.43,628.00
17-Jul-96,5859.82,634.00
18-Jul-96,5889.45,644.00
19-Jul-96,5980.26,639.00
22-Jul-96,5932.94,634.00
23-Jul-96,5945.85,627.00
24-Jul-96,5812.02,627.00
25-Jul-96,5852.65,631.00
26-Jul-96,5830.18,636.00
29-Jul-96,5838.31,631.00
30-Jul-96,5815.84,635.00
31-Jul-96,5776.65,640.00
1-Aug-96,5775.69,650.00
2-Aug-96,5864.12,663.00
5-Aug-96,5943.46,660.00
6-Aug-96,5926.73,662.00
7-Aug-96,5886.58,664.00
8-Aug-96,5834.96,663.00
12-Aug-96,5852.65,666.00
13-Aug-96,5884.67,660.00
14-Aug-96,5812.50,662.00
15-Aug-96,5761.36,662.00
16-Aug-96,5732.20,665.00
19-Aug-96,5721.21,667.00
20-Aug-96,5643.78,666.00
21-Aug-96,5606.97,665.00
22-Aug-96,5671.98,671.00
23-Aug-96,5772.35,667.00
26-Aug-96,5764.70,664.00
27-Aug-96,5838.31,666.00
28-Aug-96,5920.04,665.00
29-Aug-96,5950.15,657.00
30-Aug-96,5942.02,652.00
31-Aug-96,5942.02,
2-Sep-96,6008.94,
3-Sep-96,5967.36,655.00
4-Sep-96,6060.08,656.00
5-Sep-96,6084.94,649.00
6-Sep-96,6076.81,656.00
9-Sep-96,6126.04,664.00
10-Sep-96,6072.51,664.00
11-Sep-96,6043.83,667.00
12-Sep-96,6077.29,671.00
13-Sep-96,6141.81,681.00
16-Sep-96,6202.04,684.00
17-Sep-96,6212.07,683.00
18-Sep-96,6158.54,682.00
19-Sep-96,6183.87,683.00
20-Sep-96,6188.65,687.00
23-Sep-96,6165.23,687.00
25-Sep-96,6219.72,686.00
26-Sep-96,6174.79,686.00
27-Sep-96,6172.88,686.00
30-Sep-96,6110.27,687.00
1-Oct-96,6122.69,689.00
2-Oct-96,6225.93,694.00
3-Oct-96,6241.23,693.00
4-Oct-96,6246.96,702.00
7-Oct-96,6256.05,703.00
8-Oct-96,6255.57,701.00
9-Oct-96,6261.30,697.00
10-Oct-96,6220.68,695.00
11-Oct-96,6245.53,701.00
14-Oct-96,6261.30,704.00
15-Oct-96,6265.61,703.00
16-Oct-96,6202.51,704.00
17-Oct-96,6192.00,707.00
18-Oct-96,6181.48,711.00
21-Oct-96,6184.35,710.00
22-Oct-96,6198.21,707.00
23-Oct-96,6195.34,707.00
24-Oct-96,6172.88,702.00
25-Oct-96,6140.86,701.00
28-Oct-96,6108.83,697.00
29-Oct-96,6015.15,702.00
30-Oct-96,6054.82,701.00
31-Oct-96,6149.46,705.00
1-Nov-96,6147.55,704.00
4-Nov-96,6121.26,707.00
5-Nov-96,6087.33,714.00
6-Nov-96,6044.79,725.00
7-Nov-96,5964.49,728.00
8-Nov-96,5961.14,731.00
11-Nov-96,5892.79,732.00
12-Nov-96,5927.21,730.00
13-Nov-96,5922.91,731.00
14-Nov-96,5990.30,736.00
15-Nov-96,6031.88,738.00
18-Nov-96,6128.91,737.00
19-Nov-96,6071.55,742.00
20-Nov-96,6035.71,744.00
21-Nov-96,5943.94,743.00
22-Nov-96,5888.49,749.00
25-Nov-96,5848.34,757.00
26-Nov-96,5894.71,756.00
27-Nov-96,5930.55,755.00
28-Nov-96,5907.61,
29-Nov-96,5920.99,757.00
30-Nov-96,5920.99,
2-Dec-96,5912.39,757.00
3-Dec-96,5904.27,748.00
4-Dec-96,5912.39,745.00
5-Dec-96,5914.78,744.00
6-Dec-96,5786.69,740.00
9-Dec-96,5810.11,750.00
10-Dec-96,5857.90,748.00
11-Dec-96,5823.97,741.00
12-Dec-96,5788.60,729.00
13-Dec-96,5662.42,729.00
17-Dec-96,5547.71,726.00
18-Dec-96,5584.99,732.00
19-Dec-96,5637.08,746.00
20-Dec-96,5712.12,749.00
23-Dec-96,5727.42,747.00
24-Dec-96,5740.32,751.00
27-Dec-96,5757.53,757.00
30-Dec-96,5797.68,754.00
31-Dec-96,5800.07,741.00
2-Jan-97,5766.61,737.00
3-Jan-97,5758.97,748.00
6-Jan-97,5735.07,748.00
7-Jan-97,5774.74,753.00
8-Jan-97,5813.45,748.00
9-Jan-97,5814.41,755.00
10-Jan-97,5829.70,760.00
13-Jan-97,5922.91,760.00
14-Jan-97,5913.35,769.00
15-Jan-97,5917.65,767.00
16-Jan-97,5950.63,770.00
17-Jan-97,5951.11,776.00
20-Jan-97,5951.11,777.00
21-Jan-97,5907.61,783.00
22-Jan-97,5940.59,786.00
23-Jan-97,5901.88,778.00
24-Jan-97,5852.65,771.00
27-Jan-97,5846.91,765.00
28-Jan-97,5901.88,765.00
29-Jan-97,5845.00,773.00
30-Jan-97,5806.76,784.00
31-Jan-97,5827.31,786.00
3-Feb-97,5851.69,787.00
4-Feb-97,5899.49,789.00
5-Feb-97,5937.25,778.00
6-Feb-97,5984.56,780.00
7-Feb-97,6007.98,790.00
10-Feb-97,6092.58,785.00
11-Feb-97,6112.66,790.00
12-Feb-97,6107.88,803.00
13-Feb-97,6170.01,812.00
14-Feb-97,6155.67,809.00
17-Feb-97,6183.40,
18-Feb-97,6242.18,816.00
19-Feb-97,6246.01,813.00
20-Feb-97,6241.71,803.00
21-Feb-97,6255.09,802.00
24-Feb-97,6278.03,810.00
25-Feb-97,6311.97,812.00
26-Feb-97,6297.63,806.00
27-Feb-97,6275.16,795.00
28-Feb-97,6225.93,791.00
3-Mar-97,6247.44,795.00
4-Mar-97,6227.85,791.00
5-Mar-97,6159.02,802.00
6-Mar-97,6175.75,799.00
7-Mar-97,6141.81,805.00
10-Mar-97,6185.31,814.00
11-Mar-97,6250.79,811.00
12-Mar-97,6243.14,804.00
13-Mar-97,6241.71,790.00
14-Mar-97,6192.95,793.00
17-Mar-97,6168.58,796.00
18-Mar-97,6140.86,790.00
19-Mar-97,6152.33,786.00
20-Mar-97,6148.98,783.00
24-Mar-97,6138.95,791.00
25-Mar-97,6131.30,789.00
26-Mar-97,6099.75,791.00
27-Mar-97,6132.73,774.00
31-Mar-97,6132.73,757.00
1-Apr-97,6004.16,760.00
2-Apr-97,6024.23,750.00
3-Apr-97,6037.62,750.00
4-Apr-97,6086.85,758.00
7-Apr-97,6152.81,762.00
8-Apr-97,6111.22,766.00
9-Apr-97,6125.08,761.00
10-Apr-97,6127.00,758.00
11-Apr-97,6118.39,738.00
14-Apr-97,6077.77,744.00
15-Apr-97,6120.78,755.00
16-Apr-97,6105.01,764.00
17-Apr-97,6112.66,762.00
18-Apr-97,6171.45,766.00
21-Apr-97,6171.45,760.00
22-Apr-97,6202.04,775.00
23-Apr-97,6208.73,774.00
24-Apr-97,6216.85,771.00
25-Apr-97,6195.34,765.00
29-Apr-97,6240.75,794.00
30-Apr-97,6266.08,801.00
2-May-97,6288.55,813.00
5-May-97,6333.00,830.00
6-May-97,6348.29,828.00
7-May-97,6290.46,816.00
8-May-97,6292.85,820.00
9-May-97,6302.41,825.00
12-May-97,6301.93,838.00
13-May-97,6296.19,833.00
14-May-97,6306.23,836.00
15-May-97,6249.83,842.00
16-May-97,6225.93,830.00
19-May-97,6212.55,833.00
20-May-97,6208.25,842.00
21-May-97,6221.63,839.00
22-May-97,6180.53,836.00
23-May-97,6146.11,847.00
26-May-97,6147.55,
27-May-97,6136.56,850.00
28-May-97,6083.98,847.00
29-May-97,6124.61,844.00
30-May-97,6059.60,848.00
31-May-97,6059.60,
2-Jun-97,6108.83,846.00
3-Jun-97,6160.45,846.00
4-Jun-97,6229.76,840.00
5-Jun-97,6254.61,843.00
6-Jun-97,6285.68,858.00
9-Jun-97,6303.84,863.00
10-Jun-97,6269.43,865.00
11-Jun-97,6297.15,870.00
12-Jun-97,6299.54,884.00
13-Jun-97,6280.42,893.00
17-Jun-97,6190.09,894.00
18-Jun-97,6234.54,889.00
19-Jun-97,6233.58,898.00
20-Jun-97,6228.32,899.00
23-Jun-97,6252.70,879.00
24-Jun-97,6300.02,896.00
25-Jun-97,6312.92,889.00
26-Jun-97,6364.54,884.00
27-Jun-97,6380.32,887.00
30-Jun-97,6389.40,885.00
1-Jul-97,6406.13,891.00
2-Jul-97,6404.69,904.00
3-Jul-97,6388.92,917.00
4-Jul-97,6360.24,
7-Jul-97,6276.60,912.00
8-Jul-97,6289.03,919.00
9-Jul-97,6275.16,908.00
10-Jul-97,6308.62,914.00
11-Jul-97,6317.22,917.00
14-Jul-97,6333.95,918.00
15-Jul-97,6340.65,926.00
16-Jul-97,6371.23,937.00
17-Jul-97,6384.62,932.00
18-Jul-97,6355.94,915.00
21-Jul-97,6345.42,913.00
22-Jul-97,6347.34,934.00
23-Jul-97,6364.07,937.00
24-Jul-97,6342.56,940.00
25-Jul-97,6356.42,939.00
28-Jul-97,6391.31,937.00
29-Jul-97,6352.12,942.00
30-Jul-97,6347.34,952.00
31-Jul-97,6366.46,954.00
1-Aug-97,6342.08,947.00
4-Aug-97,6318.18,950.00
5-Aug-97,6361.20,952.00
6-Aug-97,6416.64,960.00
7-Aug-97,6484.03,951.00
8-Aug-97,6442.45,934.00
11-Aug-97,6439.11,937.00
12-Aug-97,6412.82,927.00
13-Aug-97,6363.59,922.00
14-Aug-97,6341.12,925.00
15-Aug-97,6241.23,901.00
18-Aug-97,6197.73,913.00
19-Aug-97,6218.76,926.00
20-Aug-97,6250.79,939.00
21-Aug-97,6278.51,925.00
22-Aug-97,6168.58,924.00
25-Aug-97,6215.42,920.00
26-Aug-97,6187.70,913.00
27-Aug-97,6198.69,914.00
28-Aug-97,6197.26,904.00
29-Aug-97,6129.39,900.00
31-Aug-97,6129.39,
1-Sep-97,6095.93,
2-Sep-97,6106.92,928.00
3-Sep-97,6148.03,928.00
4-Sep-97,6167.14,931.00
5-Sep-97,6234.54,929.00
8-Sep-97,6228.80,931.00
9-Sep-97,6188.65,934.00
10-Sep-97,6142.77,919.00
11-Sep-97,6019.45,913.00
12-Sep-97,6015.63,924.00
15-Sep-97,6018.50,920.00
16-Sep-97,5989.34,946.00
17-Sep-97,6040.48,943.00
18-Sep-97,6039.05,947.00
19-Sep-97,6025.67,951.00
22-Sep-97,6022.80,955.00
23-Sep-97,5928.64,952.00
25-Sep-97,5986.00,938.00
26-Sep-97,5998.42,945.00
29-Sep-97,5962.10,953.00
30-Sep-97,5985.04,947.00
1-Oct-97,5982.17,955.00
2-Oct-97,6032.84,961.00
3-Oct-97,6074.42,965.00
6-Oct-97,6094.49,973.00
7-Oct-97,6129.86,983.00
8-Oct-97,6158.54,974.00
9-Oct-97,6105.01,971.00
10-Oct-97,6090.67,967.00
13-Oct-97,6147.55,968.00
14-Oct-97,6138.95,970.00
15-Oct-97,6106.44,966.00
16-Oct-97,6167.62,955.00
17-Oct-97,6094.97,944.00
20-Oct-97,6124.61,956.00
21-Oct-97,6209.68,972.00
22-Oct-97,6219.72,969.00
23-Oct-97,5892.32,951.00
24-Oct-97,5953.50,942.00
27-Oct-97,5534.32,877.00
28-Oct-97,4797.78,922.00
29-Oct-97,5220.30,919.00
30-Oct-97,5104.64,904.00
31-Oct-97,5427.74,915.00
3-Nov-97,5575.91,939.00
4-Nov-97,5601.24,941.00
5-Nov-97,5630.87,943.00
6-Nov-97,5583.55,938.00
7-Nov-97,5345.05,928.00
10-Nov-97,5432.52,921.00
11-Nov-97,5465.50,924.00
12-Nov-97,5337.88,906.00
13-Nov-97,5308.72,917.00
14-Nov-97,5167.25,928.00
17-Nov-97,5228.43,946.00
18-Nov-97,5236.55,938.00
19-Nov-97,5208.83,945.00
20-Nov-97,5238.94,959.00
21-Nov-97,5204.05,963.00
24-Nov-97,5205.96,947.00
25-Nov-97,5216.00,951.00
26-Nov-97,5176.33,952.00
27-Nov-97,5225.56,
28-Nov-97,5177.76,955.00
30-Nov-97,5177.76,
1-Dec-97,5187.80,975.00
2-Dec-97,5198.79,972.00
3-Dec-97,5170.12,977.00
4-Dec-97,5146.70,973.00
5-Dec-97,5046.32,984.00
8-Dec-97,5043.93,982.00
9-Dec-97,5061.14,976.00
10-Dec-97,5004.26,970.00
11-Dec-97,4855.62,955.00
12-Dec-97,4864.70,953.00
15-Dec-97,4995.18,963.00
17-Dec-97,5103.20,966.00
18-Dec-97,5100.33,955.00
19-Dec-97,4975.59,947.00
22-Dec-97,4962.68,954.00
23-Dec-97,5016.21,939.00
24-Dec-97,4990.40,933.00
29-Dec-97,5017.65,953.00
30-Dec-97,5065.92,971.00
31-Dec-97,5072.13,970.00
5-Jan-98,5079.78,977.00
6-Jan-98,5056.84,967.00
7-Jan-98,4973.20,964.00
8-Jan-98,4951.21,956.00
9-Jan-98,4883.82,928.00
12-Jan-98,4504.79,939.00
13-Jan-98,4587.48,952.00
14-Jan-98,4694.54,958.00
15-Jan-98,4707.45,951.00
16-Jan-98,4752.86,962.00
19-Jan-98,4828.85,
20-Jan-98,4903.89,979.00
21-Jan-98,4960.77,971.00
22-Jan-98,4959.81,963.00
23-Jan-98,4956.94,958.00
26-Jan-98,4999.01,957.00
27-Jan-98,5028.64,969.00
28-Jan-98,5212.18,978.00
29-Jan-98,5410.53,986.00
30-Jan-98,5462.63,980.00
31-Jan-98,5462.63,
2-Feb-98,5554.40,1001.00
3-Feb-98,5479.84,1006.00
4-Feb-98,5406.23,1007.00
5-Feb-98,5487.96,1004.00
6-Feb-98,5496.09,1013.00
9-Feb-98,5512.34,1011.00
10-Feb-98,5488.92,1019.00
11-Feb-98,5473.14,1020.00
12-Feb-98,5397.15,1024.00
13-Feb-98,5420.57,1020.00
16-Feb-98,5457.85,
17-Feb-98,5514.25,1023.00
18-Feb-98,5545.32,1032.00
19-Feb-98,5540.06,1028.00
20-Feb-98,5541.01,1034.00
23-Feb-98,5550.57,1038.00
24-Feb-98,5511.38,1031.00
25-Feb-98,5595.50,1043.00
26-Feb-98,5699.70,1049.00
27-Feb-98,5766.61,1049.00
28-Feb-98,5766.61,
2-Mar-98,5828.75,1048.00
3-Mar-98,5795.77,1052.00
4-Mar-98,5722.16,1047.00
5-Mar-98,5538.15,1035.00
6-Mar-98,5604.11,1056.00
9-Mar-98,5682.01,1052.00
10-Mar-98,5762.79,1064.00
11-Mar-98,5903.31,1069.00
12-Mar-98,5924.34,1070.00
13-Mar-98,5949.67,1069.00
16-Mar-98,6029.97,1079.00
17-Mar-98,6025.19,1081.00
18-Mar-98,5944.41,1086.00
19-Mar-98,5981.22,1090.00
20-Mar-98,5909.05,1099.00
23-Mar-98,5872.72,1096.00
24-Mar-98,5929.12,1106.00
25-Mar-98,6002.73,1102.00
26-Mar-98,6031.88,1101.00
27-Mar-98,6154.72,1095.00
30-Mar-98,6178.14,1094.00
31-Mar-98,6230.71,1102.00
1-Apr-98,6395.13,1108.00
2-Apr-98,6481.17,1120.00
3-Apr-98,6495.03,1123.00
6-Apr-98,6558.12,1121.00
7-Apr-98,6593.49,1110.00
8-Apr-98,6569.11,1102.00
9-Apr-98,6553.34,1111.00
14-Apr-98,6667.57,1116.00
15-Apr-98,6823.39,1119.00
16-Apr-98,6804.27,1108.00
17-Apr-98,6773.68,1123.00
20-Apr-98,6950.52,1124.00
21-Apr-98,6819.56,1127.00
22-Apr-98,6804.27,1131.00
23-Apr-98,6759.82,1120.00
24-Apr-98,6734.49,1108.00
28-Apr-98,6658.49,1085.00
29-Apr-98,6730.66,1095.00
30-Apr-98,6809.05,1112.00
4-May-98,6842.51,1122.00
5-May-98,6684.30,1116.00
6-May-98,6701.98,1105.00
7-May-98,6640.81,1095.00
8-May-98,6652.28,1108.00
11-May-98,6709.15,1107.00
12-May-98,6493.11,1116.00
13-May-98,6520.36,1119.00
14-May-98,6487.86,1117.00
15-May-98,6523.23,1109.00
18-May-98,6525.14,1106.00
19-May-98,6585.36,1110.00
20-May-98,6520.36,1119.00
21-May-98,6528.48,1115.00
22-May-98,6502.20,1111.00
25-May-98,6371.71,
26-May-98,6266.56,1094.00
27-May-98,5950.63,1092.00
28-May-98,5988.39,1098.00
29-May-98,6103.10,1091.00
31-May-98,6103.10,
1-Jun-98,5999.38,1091.00
2-Jun-98,6058.65,1093.00
3-Jun-98,6059.60,1083.00
4-Jun-98,5985.04,1095.00
5-Jun-98,5939.63,1114.00
8-Jun-98,5902.83,1116.00
9-Jun-98,5842.61,1118.00
10-Jun-98,5631.83,1112.00
11-Jun-98,5584.99,1095.00
12-Jun-98,5433.95,1099.00
15-Jun-98,5286.26,1077.00
17-Jun-98,5584.99,1107.00
18-Jun-98,5612.71,1106.00
19-Jun-98,5512.81,1101.00
22-Jun-98,5294.39,1103.00
23-Jun-98,5438.73,1120.00
24-Jun-98,5611.27,1133.00
25-Jun-98,5597.41,1129.00
26-Jun-98,5538.15,1133.00
29-Jun-98,5433.00,1139.00
30-Jun-98,5401.45,1134.00
1-Jul-98,5484.14,1149.00
2-Jul-98,5611.75,1146.00
3-Jul-98,5694.92,
6-Jul-98,5817.28,1157.00
7-Jul-98,5920.52,1155.00
8-Jul-98,5907.13,1166.00
9-Jul-98,5850.73,1159.00
10-Jul-98,5822.06,1164.00
13-Jul-98,5774.26,1165.00
14-Jul-98,5842.13,1178.00
15-Jul-98,5976.92,1175.00
16-Jul-98,6065.34,1184.00
17-Jul-98,6104.05,1187.00
20-Jul-98,5986.00,1184.00
21-Jul-98,5931.03,1165.00
22-Jul-98,5869.85,1164.00
23-Jul-98,5797.68,1140.00
24-Jul-98,5678.67,1141.00
27-Jul-98,5576.86,1147.00
28-Jul-98,5566.35,1130.00
29-Jul-98,5615.58,1125.00
30-Jul-98,5747.97,1143.00
31-Jul-98,5729.81,1121.00
3-Aug-98,5603.15,1112.00
4-Aug-98,5649.03,1072.00
5-Aug-98,5468.36,1081.00
6-Aug-98,5385.20,1090.00
7-Aug-98,5311.11,1090.00
11-Aug-98,5013.34,1069.00
12-Aug-98,5055.88,1084.00
13-Aug-98,4902.94,1075.00
14-Aug-98,5002.35,1063.00
17-Aug-98,4903.89,1084.00
18-Aug-98,5010.95,1101.00
19-Aug-98,5131.88,1098.00
20-Aug-98,5066.40,1092.00
21-Aug-98,4795.87,1081.00
24-Aug-98,4717.49,1088.00
25-Aug-98,4706.97,1093.00
26-Aug-98,4391.99,1084.00
27-Aug-98,4223.75,1043.00
28-Aug-98,4093.75,1027.00
31-Aug-98,4079.41,957.00
1-Sep-98,4051.68,994.00
2-Sep-98,4144.41,991.00
3-Sep-98,4046.91,982.00
4-Sep-98,4075.58,974.00
7-Sep-98,4204.15,
8-Sep-98,4329.38,1024.00
9-Sep-98,4242.39,1006.00
10-Sep-98,4128.16,980.00
11-Sep-98,3990.51,1009.00
14-Sep-98,4093.75,1030.00
15-Sep-98,4166.87,1038.00
16-Sep-98,4329.38,1046.00
17-Sep-98,4168.79,1019.00
18-Sep-98,4137.24,1020.00
21-Sep-98,4017.27,1024.00
22-Sep-98,4209.89,1030.00
23-Sep-98,4366.66,1066.00
25-Sep-98,4401.07,1045.00
28-Sep-98,4549.72,1049.00
29-Sep-98,4400.60,1049.00
30-Sep-98,4284.93,1017.00
1-Oct-98,4103.78,986.00
