Date,JSE,NSE
31-Jan-03,8183.21,856.00
3-Feb-03,8248.47,860.00
4-Feb-03,8154.67,848.00
5-Feb-03,8262.49,844.00
6-Feb-03,8213.59,838.00
7-Feb-03,8200.76,830.00
10-Feb-03,8163.29,836.00
11-Feb-03,8167.30,829.00
12-Feb-03,8080.46,819.00
13-Feb-03,7935.53,817.00
14-Feb-03,7986.94,835.00
17-Feb-03,8076.19,
18-Feb-03,8037.68,851.00
19-Feb-03,7973.24,845.00
20-Feb-03,7822.14,837.00
21-Feb-03,7894.85,848.00
24-Feb-03,7936.85,833.00
25-Feb-03,7774.00,839.00
26-Feb-03,7654.27,828.00
27-Feb-03,7687.67,837.00
28-Feb-03,7796.61,841.00
3-Mar-03,7821.97,835.00
4-Mar-03,7717.36,822.00
5-Mar-03,7596.26,830.00
6-Mar-03,7541.61,822.00
7-Mar-03,7377.61,829.00
10-Mar-03,7256.23,808.00
11-Mar-03,7176.62,801.00
12-Mar-03,7183.99,804.00
13-Mar-03,7405.37,832.00
14-Mar-03,7508.57,833.00
17-Mar-03,7478.04,863.00
18-Mar-03,7715.16,867.00
19-Mar-03,7724.11,874.00
20-Mar-03,7560.17,876.00
24-Mar-03,7449.81,864.00
25-Mar-03,7362.88,875.00
26-Mar-03,7264.63,870.00
27-Mar-03,7221.13,869.00
28-Mar-03,7158.06,864.00
31-Mar-03,7095.78,848.00
1-Apr-03,7206.17,859.00
2-Apr-03,7349.52,881.00
3-Apr-03,7355.23,877.00
4-Apr-03,7301.97,879.00
7-Apr-03,7504.26,880.00
8-Apr-03,7380.22,878.00
9-Apr-03,7287.39,866.00
10-Apr-03,7163.31,872.00
11-Apr-03,7227.59,868.00
14-Apr-03,7282.55,885.00
15-Apr-03,7248.53,891.00
16-Apr-03,7237.68,880.00
17-Apr-03,7170.69,894.00
22-Apr-03,7157.91,911.00
23-Apr-03,7164.18,919.00
24-Apr-03,6897.73,911.00
25-Apr-03,6763.72,899.00
29-Apr-03,6792.51,918.00
30-Apr-03,6924.49,917.00
2-May-03,7072.29,930.00
5-May-03,7054.73,927.00
6-May-03,7130.33,934.00
7-May-03,7083.49,930.00
8-May-03,6955.46,920.00
9-May-03,6985.50,933.00
12-May-03,7216.46,945.00
13-May-03,7287.73,942.00
14-May-03,7437.85,939.00
15-May-03,7652.15,947.00
16-May-03,7557.66,944.00
19-May-03,7604.11,921.00
20-May-03,7505.32,920.00
21-May-03,7504.98,923.00
22-May-03,7564.91,932.00
23-May-03,7653.08,933.00
26-May-03,7747.50,
27-May-03,7808.63,952.00
28-May-03,7965.95,953.00
29-May-03,7878.16,950.00
30-May-03,7940.13,964.00
2-Jun-03,8044.07,967.00
3-Jun-03,7980.93,972.00
4-Jun-03,8106.56,986.00
5-Jun-03,8079.90,990.00
6-Jun-03,8222.08,988.00
9-Jun-03,8075.20,976.00
10-Jun-03,8124.82,985.00
11-Jun-03,8076.88,998.00
12-Jun-03,8028.10,999.00
13-Jun-03,8053.63,989.00
17-Jun-03,8184.05,1012.00
18-Jun-03,8210.76,1010.00
19-Jun-03,8247.54,995.00
20-Jun-03,8191.62,996.00
23-Jun-03,8092.12,982.00
24-Jun-03,7894.54,984.00
25-Jun-03,7791.85,975.00
26-Jun-03,7709.11,986.00
27-Jun-03,7677.06,976.00
30-Jun-03,7680.74,975.00
1-Jul-03,7625.17,982.00
2-Jul-03,7713.00,994.00
3-Jul-03,7893.24,986.00
4-Jul-03,7807.07,
7-Jul-03,7828.94,1004.00
8-Jul-03,8066.63,1008.00
9-Jul-03,7931.83,1002.00
10-Jul-03,7861.64,989.00
11-Jul-03,7949.83,998.00
14-Jul-03,8169.18,1004.00
15-Jul-03,8084.78,1000.00
16-Jul-03,8064.33,994.00
17-Jul-03,7913.64,982.00
18-Jul-03,7889.62,993.00
21-Jul-03,7875.63,979.00
22-Jul-03,7841.49,988.00
23-Jul-03,7839.31,989.00
24-Jul-03,7967.88,982.00
25-Jul-03,8044.11,999.00
28-Jul-03,8076.30,997.00
29-Jul-03,8022.53,989.00
30-Jul-03,8025.33,988.00
31-Jul-03,8088.21,990.00
1-Aug-03,8082.40,980.00
4-Aug-03,8129.74,983.00
5-Aug-03,8146.30,966.00
6-Aug-03,8087.29,967.00
7-Aug-03,8027.52,974.00
8-Aug-03,8143.50,978.00
11-Aug-03,8186.46,981.00
12-Aug-03,8261.59,990.00
13-Aug-03,8344.11,984.00
14-Aug-03,8250.35,991.00
15-Aug-03,8277.98,991.00
18-Aug-03,8305.29,1000.00
19-Aug-03,8391.92,1002.00
20-Aug-03,8414.20,1000.00
21-Aug-03,8597.06,1003.00
22-Aug-03,8592.02,993.00
25-Aug-03,8513.50,994.00
26-Aug-03,8345.11,997.00
27-Aug-03,8394.36,997.00
28-Aug-03,8438.23,1003.00
29-Aug-03,8470.33,1008.00
1-Sep-03,8603.99,
2-Sep-03,8445.94,1022.00
3-Sep-03,8552.02,1026.00
4-Sep-03,8546.10,1028.00
5-Sep-03,8736.95,1021.00
8-Sep-03,8779.71,1032.00
9-Sep-03,8874.32,1023.00
10-Sep-03,8691.77,1011.00
11-Sep-03,8661.28,1016.00
12-Sep-03,8610.30,1019.00
15-Sep-03,8619.27,1015.00
16-Sep-03,8756.23,1029.00
17-Sep-03,8663.61,1026.00
18-Sep-03,8656.13,1040.00
19-Sep-03,8651.89,1036.00
22-Sep-03,8523.63,1023.00
23-Sep-03,8394.73,1029.00
25-Sep-03,8376.34,1003.00
26-Sep-03,8350.49,997.00
29-Sep-03,8400.40,1007.00
30-Sep-03,8167.00,996.00
1-Oct-03,8106.18,1018.00
2-Oct-03,8209.06,1020.00
3-Oct-03,8354.50,1030.00
6-Oct-03,8455.88,1034.00
7-Oct-03,8345.28,1039.00
8-Oct-03,8489.75,1034.00
9-Oct-03,8680.58,1039.00
10-Oct-03,8735.29,1038.00
13-Oct-03,8885.44,1045.00
14-Oct-03,8783.94,1050.00
15-Oct-03,8866.61,1047.00
16-Oct-03,8895.58,1050.00
17-Oct-03,9090.18,1039.00
20-Oct-03,9046.09,1045.00
21-Oct-03,8966.31,1046.00
22-Oct-03,8832.62,1030.00
23-Oct-03,8750.75,1034.00
24-Oct-03,8713.00,1029.00
27-Oct-03,8718.96,1031.00
28-Oct-03,8860.72,1047.00
29-Oct-03,8905.99,1048.00
30-Oct-03,9012.91,1047.00
31-Oct-03,8966.62,1051.00
3-Nov-03,8973.36,1059.00
4-Nov-03,9012.42,1053.00
5-Nov-03,8985.86,1052.00
6-Nov-03,9079.44,1058.00
7-Nov-03,9114.82,1053.00
10-Nov-03,9071.55,1047.00
11-Nov-03,8947.11,1047.00
12-Nov-03,9008.56,1059.00
13-Nov-03,9034.36,1058.00
14-Nov-03,9090.30,1050.00
17-Nov-03,8885.13,1044.00
18-Nov-03,8870.09,1034.00
19-Nov-03,8824.76,1042.00
20-Nov-03,8682.47,1034.00
21-Nov-03,8740.61,1035.00
24-Nov-03,8755.91,1052.00
25-Nov-03,8817.39,1054.00
26-Nov-03,8764.49,1059.00
27-Nov-03,8807.87,
28-Nov-03,8884.73,1058.00
1-Dec-03,9083.92,1070.00
2-Dec-03,9001.48,1067.00
3-Dec-03,8855.93,1065.00
4-Dec-03,8744.07,1070.00
5-Dec-03,8939.66,1062.00
8-Dec-03,8922.34,1069.00
9-Dec-03,9001.70,1060.00
10-Dec-03,8926.72,1059.00
11-Dec-03,8894.95,1071.00
12-Dec-03,8930.49,1074.00
15-Dec-03,9002.80,1068.00
17-Dec-03,9057.90,1077.00
18-Dec-03,9228.38,1089.00
19-Dec-03,9357.80,1089.00
22-Dec-03,9444.58,1093.00
23-Dec-03,9461.78,1096.00
24-Dec-03,9449.34,1094.00
29-Dec-03,9442.74,1110.00
30-Dec-03,9494.47,1110.00
31-Dec-03,9495.76,1112.00
2-Jan-04,9619.34,1109.00
5-Jan-04,9500.86,1122.00
6-Jan-04,9601.78,1124.00
7-Jan-04,9613.44,1126.00
8-Jan-04,9603.46,1132.00
9-Jan-04,9666.03,1122.00
12-Jan-04,9803.34,1127.00
13-Jan-04,9969.66,1121.00
14-Jan-04,10048.40,1131.00
15-Jan-04,10034.23,1132.00
16-Jan-04,10113.51,1140.00
19-Jan-04,10090.27,
20-Jan-04,10072.38,1139.00
21-Jan-04,10021.66,1148.00
22-Jan-04,10109.93,1144.00
23-Jan-04,10171.42,1142.00
26-Jan-04,10213.74,1155.00
27-Jan-04,10162.29,1144.00
28-Jan-04,9959.61,1129.00
29-Jan-04,9955.04,1134.00
30-Jan-04,9953.72,1131.00
2-Feb-04,9940.88,1135.00
3-Feb-04,9922.69,1136.00
4-Feb-04,9855.39,1127.00
5-Feb-04,9745.49,1129.00
6-Feb-04,9908.99,1143.00
9-Feb-04,9980.89,1140.00
10-Feb-04,10021.90,1146.00
11-Feb-04,9918.00,1158.00
12-Feb-04,9903.74,1152.00
13-Feb-04,9913.84,1146.00
16-Feb-04,9937.94,
17-Feb-04,10037.38,1157.00
18-Feb-04,10024.16,1152.00
19-Feb-04,10111.12,1147.00
20-Feb-04,10070.87,1144.00
23-Feb-04,9946.88,1141.00
24-Feb-04,9808.11,1139.00
25-Feb-04,9849.33,1144.00
26-Feb-04,9923.88,1145.00
27-Feb-04,10005.41,1145.00
1-Mar-04,10143.60,1156.00
2-Mar-04,10263.21,1149.00
3-Mar-04,10286.52,1151.00
4-Mar-04,10250.58,1155.00
5-Mar-04,10204.29,1157.00
8-Mar-04,10130.99,1147.00
9-Mar-04,10108.62,1141.00
10-Mar-04,9994.87,1124.00
11-Mar-04,9823.05,1107.00
12-Mar-04,9861.36,1121.00
15-Mar-04,9756.23,1105.00
16-Mar-04,9841.82,1111.00
17-Mar-04,9866.97,1124.00
18-Mar-04,10021.66,1122.00
19-Mar-04,9926.44,1110.00
23-Mar-04,9765.58,1094.00
24-Mar-04,9638.06,1091.00
25-Mar-04,9618.75,1109.00
26-Mar-04,9732.94,1108.00
29-Mar-04,9699.59,1123.00
30-Mar-04,9690.99,1127.00
31-Mar-04,9773.27,1126.00
1-Apr-04,9846.18,1132.00
2-Apr-04,9973.28,1142.00
5-Apr-04,9937.30,1151.00
6-Apr-04,9974.08,1148.00
7-Apr-04,9895.97,1141.00
8-Apr-04,9923.15,1139.00
13-Apr-04,10060.20,1129.00
15-Apr-04,9901.24,1129.00
16-Apr-04,9826.70,1135.00
19-Apr-04,9772.51,1136.00
20-Apr-04,9833.62,1118.00
21-Apr-04,9732.31,1124.00
22-Apr-04,9740.19,1140.00
23-Apr-04,9711.55,1141.00
26-Apr-04,9729.47,1136.00
28-Apr-04,9678.49,1122.00
29-Apr-04,9590.91,1114.00
30-Apr-04,9455.17,1107.00
3-May-04,9474.34,1118.00
4-May-04,9613.15,1120.00
5-May-04,9646.70,1122.00
6-May-04,9483.08,1114.00
7-May-04,9479.11,1099.00
10-May-04,9138.82,1087.00
11-May-04,9206.98,1096.00
12-May-04,9086.31,1097.00
13-May-04,9106.30,1096.00
14-May-04,8841.38,1096.00
17-May-04,8894.19,1084.00
18-May-04,8841.75,1092.00
19-May-04,9192.98,1089.00
20-May-04,9152.57,1089.00
21-May-04,9261.95,1094.00
24-May-04,9090.01,1095.00
25-May-04,9156.01,1113.00
26-May-04,9310.81,1115.00
27-May-04,9496.27,1121.00
28-May-04,9412.85,1121.00
31-May-04,9525.95,
1-Jun-04,9412.27,1121.00
2-Jun-04,9424.58,1125.00
3-Jun-04,9333.36,1117.00
4-Jun-04,9302.43,1123.00
7-Jun-04,9480.27,1140.00
8-Jun-04,9595.99,1142.00
9-Jun-04,9530.16,1131.00
10-Jun-04,9420.40,1137.00
11-Jun-04,9304.01,
14-Jun-04,9287.90,1125.00
15-Jun-04,9203.21,1132.00
17-Jun-04,9296.62,1132.00
18-Jun-04,9288.86,1135.00
21-Jun-04,9218.70,1130.00
22-Jun-04,9153.13,1134.00
23-Jun-04,9084.45,1144.00
24-Jun-04,9295.47,1141.00
25-Jun-04,9327.26,1134.00
28-Jun-04,9250.13,1133.00
29-Jun-04,9233.14,1136.00
30-Jun-04,9200.62,1141.00
1-Jul-04,9231.34,1129.00
2-Jul-04,9138.95,1125.00
5-Jul-04,9187.15,
6-Jul-04,9179.94,1116.00
7-Jul-04,9133.19,1118.00
8-Jul-04,9036.59,1109.00
9-Jul-04,9142.73,1113.00
12-Jul-04,9128.84,1114.00
13-Jul-04,9275.09,1115.00
14-Jul-04,9192.32,1112.00
15-Jul-04,9225.44,1107.00
16-Jul-04,9104.55,1101.00
19-Jul-04,8994.92,1101.00
20-Jul-04,8997.89,1109.00
21-Jul-04,9225.77,1094.00
22-Jul-04,9089.42,1097.00
23-Jul-04,9171.71,1086.00
26-Jul-04,9183.67,1084.00
27-Jul-04,9273.99,1095.00
28-Jul-04,9341.61,1095.00
29-Jul-04,9354.20,1100.00
30-Jul-04,9405.23,1102.00
2-Aug-04,9453.73,1107.00
3-Aug-04,9529.33,1100.00
4-Aug-04,9543.08,1099.00
5-Aug-04,9509.86,1081.00
6-Aug-04,9316.45,1064.00
10-Aug-04,9280.21,1079.00
11-Aug-04,9258.62,1076.00
12-Aug-04,9604.86,1063.00
13-Aug-04,9675.01,1065.00
16-Aug-04,9929.19,1079.00
17-Aug-04,9851.95,1082.00
18-Aug-04,9794.20,1095.00
19-Aug-04,9992.73,1091.00
20-Aug-04,10041.89,1098.00
23-Aug-04,10277.92,1096.00
24-Aug-04,10149.18,1096.00
25-Aug-04,10068.59,1105.00
26-Aug-04,10107.39,1105.00
27-Aug-04,10253.75,1108.00
30-Aug-04,10245.96,1099.00
31-Aug-04,10242.00,1104.00
1-Sep-04,10217.90,1106.00
2-Sep-04,10216.72,1118.00
3-Sep-04,10277.97,1114.00
6-Sep-04,10299.55,
7-Sep-04,10182.36,1121.00
8-Sep-04,10230.66,1116.00
9-Sep-04,10293.46,1118.00
10-Sep-04,10268.76,1124.00
13-Sep-04,10276.75,1126.00
14-Sep-04,10311.89,1128.00
15-Sep-04,10265.32,1120.00
16-Sep-04,10468.88,1124.00
17-Sep-04,10570.00,1129.00
20-Sep-04,10509.26,1122.00
21-Sep-04,10552.28,1129.00
22-Sep-04,10599.01,1114.00
23-Sep-04,10548.88,1108.00
27-Sep-04,10482.56,1104.00
28-Sep-04,10633.63,1110.00
29-Sep-04,10736.80,1115.00
30-Sep-04,10780.46,1115.00
1-Oct-04,10886.17,1132.00
4-Oct-04,10795.48,1135.00
5-Oct-04,10860.13,1135.00
6-Oct-04,10924.57,1142.00
7-Oct-04,11080.98,1131.00
8-Oct-04,11103.04,1122.00
11-Oct-04,11042.28,1124.00
12-Oct-04,10896.45,1122.00
13-Oct-04,10770.78,1114.00
14-Oct-04,10788.14,1103.00
15-Oct-04,10805.01,1108.00
18-Oct-04,10702.57,1114.00
19-Oct-04,10647.08,1103.00
20-Oct-04,10552.31,1104.00
21-Oct-04,10600.70,1107.00
22-Oct-04,10597.87,1096.00
25-Oct-04,10563.77,1095.00
26-Oct-04,10734.36,1111.00
27-Oct-04,10732.54,1125.00
28-Oct-04,10546.95,1127.00
29-Oct-04,10556.09,1130.00
1-Nov-04,10668.12,1131.00
2-Nov-04,10703.93,1131.00
3-Nov-04,10723.81,1143.00
4-Nov-04,10759.30,1162.00
5-Nov-04,10924.17,1166.00
8-Nov-04,10939.46,1165.00
9-Nov-04,11080.39,1164.00
10-Nov-04,11034.53,1163.00
11-Nov-04,11168.61,1174.00
12-Nov-04,11050.35,1184.00
15-Nov-04,11101.40,1184.00
16-Nov-04,11053.32,1175.00
17-Nov-04,11088.44,1182.00
18-Nov-04,11196.82,1184.00
19-Nov-04,11169.90,1170.00
22-Nov-04,11064.37,1177.00
23-Nov-04,11080.68,1177.00
24-Nov-04,11110.06,1182.00
25-Nov-04,11224.77,
26-Nov-04,11247.53,1183.00
29-Nov-04,11315.57,1179.00
30-Nov-04,11283.33,1174.00
1-Dec-04,11373.69,1191.00
2-Dec-04,11401.02,1190.00
3-Dec-04,11295.82,1191.00
6-Dec-04,11103.43,1190.00
7-Dec-04,11119.99,1177.00
8-Dec-04,11017.24,1183.00
9-Dec-04,10958.12,1189.00
10-Dec-04,10939.48,1188.00
13-Dec-04,10945.27,1199.00
14-Dec-04,11010.70,1203.00
15-Dec-04,11056.51,1206.00
17-Dec-04,11176.03,1194.00
20-Dec-04,11244.86,1195.00
21-Dec-04,11231.45,1206.00
22-Dec-04,11275.41,1210.00
23-Dec-04,11270.16,1210.00
24-Dec-04,11293.73,
28-Dec-04,11355.12,1214.00
29-Dec-04,11365.44,1214.00
30-Dec-04,11429.85,1214.00
31-Dec-04,11405.72,1212.00
3-Jan-05,11536.67,1202.00
4-Jan-05,11454.39,1188.00
5-Jan-05,11412.10,1184.00
6-Jan-05,11544.59,1188.00
7-Jan-05,11446.58,1186.00
10-Jan-05,11392.36,1190.00
11-Jan-05,11396.54,1183.00
12-Jan-05,11457.30,1188.00
13-Jan-05,11486.68,1178.00
14-Jan-05,11512.57,1185.00
17-Jan-05,11438.80,
18-Jan-05,11365.68,1196.00
19-Jan-05,11269.70,1185.00
20-Jan-05,11223.82,1175.00
21-Jan-05,11251.84,1168.00
24-Jan-05,11276.92,1164.00
25-Jan-05,11264.75,1168.00
26-Jan-05,11349.57,1174.00
27-Jan-05,11445.57,1175.00
28-Jan-05,11432.07,1171.00
31-Jan-05,11530.91,1181.00
1-Feb-05,11699.60,1189.00
2-Feb-05,11706.16,1193.00
3-Feb-05,11766.03,1190.00
4-Feb-05,11754.02,1203.00
7-Feb-05,11797.93,1202.00
8-Feb-05,11840.68,1202.00
9-Feb-05,11864.90,1192.00
10-Feb-05,11840.63,1197.00
11-Feb-05,11825.39,1205.00
14-Feb-05,11860.27,1206.00
15-Feb-05,11822.27,1210.00
16-Feb-05,11913.97,1210.00
17-Feb-05,11993.90,1201.00
18-Feb-05,12035.55,1202.00
21-Feb-05,12076.07,
22-Feb-05,11971.91,1184.00
23-Feb-05,11941.25,1191.00
24-Feb-05,12012.25,1200.00
25-Feb-05,12082.25,1211.00
28-Feb-05,12188.73,1204.00
1-Mar-05,12201.75,1210.00
2-Mar-05,12159.26,1210.00
3-Mar-05,12252.07,1211.00
4-Mar-05,12334.38,1222.00
7-Mar-05,12334.38,1225.00
8-Mar-05,12237.05,1219.00
9-Mar-05,12281.89,1207.00
10-Mar-05,12281.89,1209.00
11-Mar-05,12265.66,1200.00
14-Mar-05,12316.05,1207.00
15-Mar-05,12312.75,1198.00
16-Mar-05,12295.24,1188.00
17-Mar-05,12459.22,1190.00
18-Mar-05,12342.75,1190.00
21-Mar-05,12224.79,1184.00
22-Mar-05,12224.79,1172.00
23-Mar-05,12060.17,1173.00
24-Mar-05,11962.59,1171.00
29-Mar-05,12003.80,1165.00
30-Mar-05,11969.50,1181.00
31-Mar-05,12083.30,1181.00
1-Apr-05,12209.75,1173.00
4-Apr-05,12051.48,1176.00
5-Apr-05,12043.68,1181.00
6-Apr-05,12028.53,1184.00
7-Apr-05,12008.34,1191.00
8-Apr-05,12106.09,1181.00
11-Apr-05,12049.01,1181.00
12-Apr-05,11973.00,1188.00
13-Apr-05,11814.92,1174.00
14-Apr-05,11916.32,1162.00
15-Apr-05,11868.70,1143.00
18-Apr-05,11712.58,1146.00
19-Apr-05,11757.38,1153.00
20-Apr-05,11684.30,1138.00
21-Apr-05,11574.54,1160.00
22-Apr-05,11532.34,1152.00
25-Apr-05,11557.34,1162.00
26-Apr-05,11573.64,1152.00
28-Apr-05,11242.75,1143.00
29-Apr-05,11324.02,1157.00
3-May-05,11446.40,1161.00
4-May-05,11436.90,1176.00
5-May-05,11562.40,1173.00
6-May-05,11682.70,1171.00
9-May-05,11883.30,1179.00
10-May-05,11818.80,1166.00
11-May-05,11833.80,1171.00
12-May-05,11884.20,1159.00
13-May-05,11680.20,1154.00
16-May-05,11830.00,1166.00
17-May-05,11838.00,1174.00
18-May-05,12007.10,1186.00
19-May-05,11969.40,1191.00
20-May-05,12155.10,1189.00
23-May-05,12222.50,1194.00
24-May-05,12273.40,1194.00
25-May-05,12199.40,1190.00
26-May-05,12437.50,1198.00
27-May-05,12499.60,1199.00
30-May-05,12648.70,
31-May-05,12518.60,1192.00
1-Jun-05,12604.20,1202.00
2-Jun-05,12698.80,1204.00
3-Jun-05,12753.00,1196.00
6-Jun-05,12813.20,1198.00
7-Jun-05,12691.90,1197.00
8-Jun-05,12711.10,1195.00
9-Jun-05,12712.70,1201.00
10-Jun-05,12734.20,1198.00
13-Jun-05,12931.50,1201.00
14-Jun-05,12932.20,1204.00
15-Jun-05,12922.20,1207.00
17-Jun-05,13028.40,1217.00
20-Jun-05,13055.30,1216.00
21-Jun-05,13022.90,1214.00
22-Jun-05,13021.70,1214.00
23-Jun-05,12979.20,1201.00
24-Jun-05,12806.00,1192.00
27-Jun-05,12758.40,1191.00
28-Jun-05,12773.70,1202.00
29-Jun-05,12888.90,1200.00
30-Jun-05,12859.20,1191.00
1-Jul-05,12946.60,1194.00
4-Jul-05,13019.70,
5-Jul-05,13072.40,1205.00
6-Jul-05,13093.60,1195.00
7-Jul-05,13001.50,1198.00
8-Jul-05,13152.70,1212.00
11-Jul-05,13192.40,1219.00
12-Jul-05,13171.30,1222.00
13-Jul-05,13325.70,1223.00
14-Jul-05,13416.70,1227.00
15-Jul-05,13353.20,1228.00
18-Jul-05,13399.90,1221.00
19-Jul-05,13498.40,1229.00
20-Jul-05,13507.40,1235.00
21-Jul-05,13543.60,1227.00
22-Jul-05,13640.90,1234.00
25-Jul-05,13746.70,1229.00
26-Jul-05,13664.60,1231.00
27-Jul-05,13718.40,1237.00
28-Jul-05,13806.60,1244.00
29-Jul-05,13725.80,1234.00
1-Aug-05,13768.30,1235.00
2-Aug-05,13884.80,1244.00
3-Aug-05,13991.20,1245.00
4-Aug-05,14026.30,1236.00
5-Aug-05,14017.70,1226.00
7-Aug-05,14151.50,
8-Aug-05,14151.50,1223.00
9-Aug-05,14272.30,1231.00
10-Aug-05,14272.30,1229.00
11-Aug-05,14267.10,1238.00
12-Aug-05,14336.30,1230.00
15-Aug-05,14414.20,1234.00
16-Aug-05,14276.40,1219.00
17-Aug-05,14081.80,1220.00
18-Aug-05,14027.50,1219.00
19-Aug-05,14161.80,1220.00
22-Aug-05,14207.20,1222.00
23-Aug-05,14190.90,1218.00
24-Aug-05,13949.80,1210.00
25-Aug-05,13905.50,1212.00
26-Aug-05,13809.50,1205.00
29-Aug-05,13790.30,1212.00
30-Aug-05,13828.50,1208.00
31-Aug-05,13949.50,1220.00
1-Sep-05,14185.60,1222.00
2-Sep-05,14291.20,1218.00
5-Sep-05,14208.80,
6-Sep-05,14361.60,1233.00
7-Sep-05,14444.30,1236.00
8-Sep-05,14348.20,1232.00
9-Sep-05,14373.60,1242.00
12-Sep-05,14530.20,1241.00
13-Sep-05,14419.20,1231.00
14-Sep-05,14457.80,1227.00
15-Sep-05,14613.50,1228.00
16-Sep-05,14843.60,1238.00
19-Sep-05,14934.00,1231.00
20-Sep-05,14812.10,1221.00
21-Sep-05,14896.80,1210.00
22-Sep-05,14699.90,1215.00
23-Sep-05,14613.10,1215.00
26-Sep-05,14877.60,1216.00
27-Sep-05,14938.80,1216.00
28-Sep-05,15137.10,1217.00
29-Sep-05,15163.80,1228.00
30-Sep-05,15363.60,1229.00
3-Oct-05,15157.90,1227.00
4-Oct-05,15181.30,1215.00
5-Oct-05,15076.80,1196.00
6-Oct-05,14800.20,1192.00
7-Oct-05,14649.85,1196.00
10-Oct-05,14635.83,1187.00
11-Oct-05,14803.44,1185.00
12-Oct-05,14829.25,1178.00
13-Oct-05,14444.26,1177.00
14-Oct-05,14183.98,1187.00
17-Oct-05,14435.61,1190.00
18-Oct-05,14328.16,1178.00
19-Oct-05,14050.71,1196.00
20-Oct-05,14338.16,1178.00
21-Oct-05,14107.89,1180.00
24-Oct-05,14501.77,1199.00
25-Oct-05,14602.51,1197.00
26-Oct-05,14935.87,1191.00
27-Oct-05,14744.75,1179.00
28-Oct-05,14742.11,1198.00
31-Oct-05,14946.05,1207.00
1-Nov-05,15075.65,1203.00
2-Nov-05,15060.03,1215.00
3-Nov-05,15445.09,1220.00
4-Nov-05,15360.87,1220.00
7-Nov-05,15530.16,1223.00
8-Nov-05,15248.54,1219.00
9-Nov-05,15281.09,1221.00
10-Nov-05,15466.12,1231.00
11-Nov-05,15572.90,1235.00
14-Nov-05,15862.86,1234.00
15-Nov-05,15756.95,1229.00
16-Nov-05,15582.05,1231.00
17-Nov-05,15745.54,1243.00
18-Nov-05,15924.39,1248.00
21-Nov-05,15897.44,1255.00
22-Nov-05,15741.58,1261.00
23-Nov-05,15686.66,1266.00
24-Nov-05,15899.06,
25-Nov-05,15768.93,1268.00
28-Nov-05,15644.16,1258.00
29-Nov-05,15493.39,1258.00
30-Nov-05,15228.83,1250.00
1-Dec-05,15254.94,1265.00
2-Dec-05,15391.08,1265.00
5-Dec-05,15307.22,1262.00
6-Dec-05,15451.09,1264.00
7-Dec-05,15721.80,1257.00
8-Dec-05,15680.73,1256.00
9-Dec-05,15826.98,1259.00
12-Dec-05,16011.59,1260.00
13-Dec-05,15828.80,1267.00
14-Dec-05,15869.28,1273.00
15-Dec-05,16073.25,1271.00
19-Dec-05,16272.44,1260.00
20-Dec-05,16155.18,1260.00
21-Dec-05,16287.83,1263.00
22-Dec-05,16435.36,1268.00
23-Dec-05,16497.92,1269.00
27-Dec-05,16685.92,1257.00
28-Dec-05,16437.19,1258.00
29-Dec-05,16526.27,1254.00
30-Dec-05,16438.05,1248.00
3-Jan-06,16692.47,1269.00
4-Jan-06,16726.95,1274.00
5-Jan-06,16550.73,1274.00
6-Jan-06,16702.11,1286.00
9-Jan-06,16810.53,1290.00
10-Jan-06,16693.13,1290.00
11-Jan-06,16797.19,1294.00
12-Jan-06,16767.78,1286.00
13-Jan-06,16738.63,1288.00
16-Jan-06,16499.92,
17-Jan-06,16446.06,1283.00
18-Jan-06,16508.26,1278.00
19-Jan-06,16913.76,1285.00
20-Jan-06,17058.17,1262.00
23-Jan-06,16958.63,1264.00
24-Jan-06,17170.08,1267.00
25-Jan-06,17401.97,1265.00
26-Jan-06,17560.92,1274.00
27-Jan-06,17867.08,1284.00
30-Jan-06,17741.41,1285.00
31-Jan-06,17886.18,1280.00
1-Feb-06,18176.95,1283.00
2-Feb-06,18222.63,1271.00
3-Feb-06,17650.91,1264.00
6-Feb-06,17916.68,1265.00
7-Feb-06,17784.34,1255.00
8-Feb-06,17355.14,1266.00
9-Feb-06,17598.28,1264.00
10-Feb-06,17508.03,1267.00
13-Feb-06,17076.80,1263.00
14-Feb-06,16880.97,1276.00
15-Feb-06,16837.17,1280.00
16-Feb-06,16765.79,1289.00
17-Feb-06,17484.22,1287.00
20-Feb-06,17470.92,
21-Feb-06,17602.62,1283.00
22-Feb-06,17738.44,1293.00
23-Feb-06,17696.37,1288.00
24-Feb-06,17514.73,1289.00
27-Feb-06,17688.14,1294.00
28-Feb-06,17125.19,1281.00
2-Mar-06,17423.86,1289.00
3-Mar-06,17339.25,1287.00
6-Mar-06,17402.43,1278.00
7-Mar-06,16673.52,1276.00
8-Mar-06,16608.59,1279.00
9-Mar-06,16882.27,1272.00
10-Mar-06,16784.98,1282.00
13-Mar-06,16983.37,1284.00
14-Mar-06,17317.72,1298.00
15-Mar-06,17719.48,1303.00
16-Mar-06,17657.71,1305.00
17-Mar-06,17848.20,1307.00
20-Mar-06,18156.17,1305.00
22-Mar-06,17989.20,1305.00
23-Mar-06,18155.60,1302.00
24-Mar-06,18312.18,1303.00
27-Mar-06,18429.61,1302.00
28-Mar-06,18198.97,1293.00
29-Mar-06,18316.69,1303.00
30-Mar-06,18665.91,1300.00
31-Mar-06,18314.78,1295.00
